recommendationid,language,review,timestamp_created,timestamp_updated,voted_up,votes_up,votes_funny,weighted_vote_score,comment_count,steam_purchase,received_for_free,written_during_early_access,primarily_steam_deck,author_steamid,author_num_games_owned,author_num_reviews,author_playtime_forever,author_playtime_last_two_weeks,author_playtime_at_review,author_last_played,timestamp_dev_responded,developer_response,appid,fetch_date,total_reviews
178497984,english,"PUBG: the only place where you can drop out of a plane, get shot through a wall by someone named 'xX_NarutoSniper420_Xx', and then get ambushed by a guy in a pink anime cat-ears helmet. The devs keep adding anime skins and ‘limited-edition’ outfits, because nothing says ‘gritty survival’ like a neon ninja riding a motorbike through an airstrike.

At this point, it’s less of a battle royale and more of a cosplay convention with very aggressive laser pointers. The real game isn't survival — it's spotting the guy using wallhacks before he headshots you from 500 meters away.",1730896249,1730896249,True,125,55,0.859079957008361816,0,True,False,False,False,76561198173901059,1015,51,9126,0,9126,1730796898,,,578080,20241127_154122,100
178612235,schinese,"17年购入，24年10月历经快3周的PUBG游戏。总结如下。
70％都是鼠标宏
20％是AI
像我一样的玩家只有10％
你跟前者对枪是永远对不过的
因为他们所有的武器的弹道都跟冲锋枪一样，是一条直线。
但鼠标宏在蓝洞的检测体系里面不算外挂。
我举报了很多人，但只成功了一次。
怀念我的2017年",1731065518,1731065518,False,55,3,0.758952856063842773,9,True,False,False,False,76561198274349184,65,5,60129,1430,58331,1732717978,,,578080,20241127_154122,100
172734280,schinese,这个游戏是21年9月入坑 今天是24年8月 马上就快三年了 在这个游戏 哭过 笑过 也认识了 很多 很多 的朋友 虽然现在都没在了 但回忆在 不管 好的 坏的 故事 还在继续 我也很久 没玩了 玩这个游戏 是疫情 现在 已经过去那么久了 我当时 还在读书天天摸鱼 玩游戏 现在 反而 连玩游戏的时间都没了 开始 上班咯 总之 不管你kai不kai 都不会妨碍到姐 PUBG 谢谢你 让我认识到那么多的朋友 也 谢谢你 一直都在 不管你好不好 就一句话 我就是喜欢玩PUBG！,1724199736,1724199736,True,47,7,0.757519304752349854,0,True,False,False,False,76561198993546428,0,1,66530,82,63451,1731814313,,,578080,20241127_154122,100
156631691,schinese,充钱玩家 抽奖死都不中 调低概率恶心玩家！！！！！ 挂还多 几乎把把碰到！rnm 退钱！！,1706021257,1706021257,False,127,23,0.806796371936798096,6,True,False,False,False,76561198411691738,28,1,90982,2864,72328,1732717913,,,578080,20241127_154122,100
168489766,english,"Only trust reviews written after 2020. This game used to be great, pinnacle of Battlegrounds games. But now it's just a bot arena with hackers. What a joke...",1719663150,1719663150,False,184,4,0.856308400630950928,4,True,False,False,False,76561198247548560,114,12,3965,0,3704,1729359624,,,578080,20241127_154122,100
173058139,english,"First off, renaming the game to 'PUBG: BATTLEGROUNDS' is stupid considering the acronym 'PUBG' already stands for Player Unknown's Battlegrounds. This game is in itself a lot of fun, although I do miss the broken mechanisms and more gritty feel of the alpha version back when it first came out. Currently, the game is still a classic and has managed to (mostly) maintain a very refreshing gritty and maximalist gaming experience in a sea of modern day hyper-saturated, kid friendly shooter games. This game is difficult and demanding, as some matches in the full-sized maps can take up to 30min+. I strongly recommend you play this game with a team of friends, in third person in one of the old full-sized maps (Erangel or Mira Mar). Aside from all the positives I've listed, I do wish this game remained true to its roots, instead of (in some ways) Fortnit-efying the game (emotes, skins, dances, colourful maps, etc). The game is truly at its best with little to no customisation, and gritty-feeling large maps.",1724391326,1724391326,True,142,23,0.853318452835083008,1,True,False,False,False,76561198267174560,0,1,21190,0,18044,1729413108,,,578080,20241127_154122,100
178529115,english,"Completely removed controller support with the new update, so the game is now unplayable for players like me. Hopefully this will be reversed. Until I hear otherwise, I guess I'm not playing the game.

A little bit of warning might have been nice, versus just punting controller players into the lake.",1730934868,1730934868,False,76,13,0.753024816513061523,0,False,False,False,False,76561197997874147,776,50,9722,0,9722,1730934724,,,578080,20241127_154122,100
172984027,schinese,"总体来说，吃鸡游戏的游戏性非常棒，但游戏环境差强人意。
外挂和其他工具的辅助无法从根本上杜绝，那就用剩余其他遵守规则的玩家来维护游戏环境。
1，希望蓝洞未来能引进csgo的“监管”机制。例如：举报成功五十名外挂玩家后给予监管者权利。
2，以及举报成功奖励机制。例如：举报成功奖励钥匙碎片或奖励箱。
3，为了公平，在排位中若被外挂玩家击杀，并举报成功后。奖励基础排位分数（最基本的是不掉分）
以上均是个人建议，希望能被重视，也希望这个游戏能越来越好。。。。。",1724337013,1724337013,True,91,6,0.802156984806060791,0,True,False,False,False,76561199069663586,0,1,161118,0,150929,1731377920,,,578080,20241127_154122,100
170475279,schinese,"外挂的泛滥毁了这个游戏，如果没有挂这游戏真的还是很好玩。DMA，鼠标宏好恶心。
特别是亚服现在去打个匹配都是地狱难度！！上线的时候心情好时很好的，玩了两把倒还把自己给恶心到了。
再这样下去大家都去开挂玩吧！！一坨狗粪！",1721652009,1721652009,True,42,6,0.800242125988006592,0,True,False,False,False,76561198156504508,7,2,138351,0,134790,1727017628,,,578080,20241127_154122,100
176910176,brazilian,"A desenvolvedora fechou os servidores SA e agora só é possível jogar em servidores NA com ping acima de 120, ou seja, um lag absurdo para um jogo competitivo. Totalmente ""injogável"". Acho que eles fizeram a escolha deles e eu faço a minha, parei de jogar.",1728755075,1728755075,False,38,0,0.750028133392333984,0,False,False,False,False,76561197973205200,11,2,89723,0,89723,1727053986,,,578080,20241127_154122,100
170011242,english,"I'm dead serious when I say that PUBG mobile is better than this. Not that PUBG mobile is much better. I loved playing PUBG mobile, but the PC version is just full of cheaters unlike in mobile. Devs don't do anything to cheaters, they just don't care. There is no balance in ranked games and only cheaters. Also now that I think about it the game is kind of boring and empty battle royale game, I guess that's what made Fortnite so successful, they made the game feel meaningful and fun despite the unrealistic gun mechanics and graphics. But back to the point, PUBG: BATTLEGROUNDS (pc version) has stiff controls and movement, frequent performance issues including the fact that the game was paid at one point, no shit. Complete waste of money. Not worth playing in 2024.

I will give it 3 out of 10.",1721147880,1721147880,False,63,4,0.748230695724487305,0,False,False,False,False,76561199019342004,166,31,5448,0,1732,1723041117,,,578080,20241127_154122,100
164361861,german,"Meine Erste Steam Review ever... 
Ich habe dieses Spiel fast 1000 Stunden gespielt und es war meiner Meinung nach immer das beste Battle Royal auf dem Markt, leider hat die Geldgeilheit der Entwickler das Spiel ruiniert... Seit das Spiel Free to Play ist haben Cheater mit keinerlei Konsequenz zu rechnen und erstellen sich nach Bannung einen neuen Acc. und weiter gehts. 
Man trifft in fast jeder runde auf den guten alten Aimbot der dir den Abend gründlich vermiest.. 

Sucht euch ne alternative auf dass das Spiel hoffentlich elendiglich stirbt...",1714853489,1714853489,False,44,4,0.74555659294128418,0,True,False,False,False,76561198075673737,0,1,56069,0,52441,1729441507,,,578080,20241127_154122,100
176837476,english,"After 7 years of playing PUBG they finally ruined the game by merging NA and SA Servers.  Not only has my ping increased to about 100ms in a game where twitch reactions are key, but now I am often paired up with teammates who do not speak English in a game where there is no real text based communication and communication is essential.

Shame on you Krafton.",1728669031,1728669031,False,55,1,0.745127379894256592,2,True,False,False,False,76561198079204567,0,1,90247,0,90247,1728660118,,,578080,20241127_154122,100
174118522,koreana,"재미있게 하고 있습니다 처음 나왔을때의 감성적인 재미 긴장감 넘치는 상황과 그 상황을 타계하는 전략, 재치들이
너무 좋았습니다. 총이 없어 후라이팬을 들고 달려가다 상대가 쏜 총알이 운좋게 후라이팬에 맞고 막히며 후라이팬으로 후려패서
쓰러뜨린 상황도  좋은 추억이였습니다.

지금의 배그에선 볼수 없는 옛날 감성이지만요.. 그 또한 지금만의 감성이 존재하니 이것 또한 재미지요.
저번 패치로 나온 제동기  참 잘 나왔다 생각 됩니다..  화면 흔들림 그로인한 반동제어의 어려움 등을 소호하는 뉴비나 다른 기존 유저들은 이로인해 조금은 더 수월해진게 사실입니다.
하지만 개인방송인들은 개사기다 라며 패치를 유도 하고 있습니다. 갈수록 펍지는 개인 유저들을 위한게 아닌 일부 개인방송인들을 위한 패치를 하고 있다는게 제 생각입니다.  부디 펍지에서는  일부 방송인들을 위한 패치가 아니라
모든 유저가 더 유익하고 즐거운 게임과 또 신규유저 유입을 위한 게임장벽을 허물고 보다 쉽고 재미있는 패치를 해주시길 당부 드립니다.  배그를 사랑하는 한 유저로써 ..........",1725350366,1725350366,True,43,0,0.745068669319152832,0,False,False,False,False,76561198391439370,0,3,184138,2840,161626,1732717086,,,578080,20241127_154122,100
153550654,english,"90% Bots 5% Cheaters 5% People who dc

Friend got banned for having a shitty pc that disconnects him randomly. 
Quality Game",1702525737,1705440889,False,154,19,0.790544986724853516,0,False,False,False,False,76561198142236852,0,37,11477,0,6627,1724469305,,,578080,20241127_154122,100
171922125,turkish,"oyun grafikleri güzel mekanikleri güzel işlemcinizde sucuklu yumurta yapabilirsiniz,bide dağ komandosu gibi oynayan oevlatları olmasa 10 numara oyun.",1723409382,1723409382,True,33,13,0.790414273738861084,0,False,True,False,False,76561199543691609,0,1,729,0,651,1731267642,,,578080,20241127_154122,100
155074878,brazilian,"Muito bom, tu fica 2 hora na partida só escolhendo o melhor equipamento pra na primeira trocação morrer pra um cara nivel 400+",1704216494,1704216494,True,30,25,0.788979411125183105,0,True,False,False,False,76561198287516348,64,4,28687,0,17166,1722900508,,,578080,20241127_154122,100
163635827,koreana,"나는 과거에 친구들과 이게임을 열심히 했고 많은시간을 할애 했다 
직장인이 되고 바쁘다 보니 컴퓨터를 하는시간도 줄어들었더니 어느세 컴퓨터를 켜보니 영구 정지를 당했더라
일시 휴먼 계정으로라도 해주시지 어떻게 이럴수가 있나모르겠다...
솔찍히 정지당해도 상관 없을정도로 게임을 못하는 상황이지만 ip관련 해킹을 못 막으면서 전부 유저탓으로 돌리는건 바람직하지 못하다 생각한다",1714152717,1714152717,False,45,3,0.738053202629089355,0,True,False,False,False,76561198136667169,0,1,68630,0,67824,1731031944,,,578080,20241127_154122,100
168731043,spanish,"El matchmaking is horrible, empiezas a jugar y en la primera partida te puedes encontrar gente nivel 400, que obviamente son mejores que tu y te matan.

The matchmaking is horrible, you start playing and in the first game you can find level 400 people, who are obviously better than you and they kill you.",1719873129,1719873129,False,35,4,0.7355918288230896,7,False,False,False,False,76561198153229659,62,2,7176,18,2069,1732271820,,,578080,20241127_154122,100
168494978,koreana,"몇십만원 내돈내산해서 게임내 컨탠츠만 즐겼을 뿐인 멀쩡한 유저들 성범죄자라며 제재한다는 양심 뒤진 게임.

",1719667347,1719667347,False,52,2,0.785080552101135254,0,False,False,False,False,76561198388614390,0,11,1652,0,1587,1725097856,,,578080,20241127_154122,100
174890254,russian,"Система подбора игроков по рейтингу просто отвратная.После того как разработчики обещали пофиксить это ,и объеденить сервера,для лучшего подбора.Стало еще хуже теперь я постоянно играю с игроками у которых по  10 тысячь часов.СПАСИБО,ТЕПЕРЬ СТАЛ ПОЛУЧАТЬ ИСТИННОЕ УДОВОЛЬСТВИЕ!!!",1726260316,1726260316,False,47,5,0.783754646778106689,10,False,False,False,False,76561198007032673,0,2,71327,1909,62005,1732652182,,,578080,20241127_154122,100
177976262,russian,"Это лучшая королевская битва, в ней есть все, отличная графика, постоянные ивенты, но и конечно минусы: читаки Китай)Обходят любые защиты на изи (сколько можно) но благодаря самой атмосфере в игре можно и потерпеть. Одно требование!!!!!!!!Сделайте карты на выбор игрокам, а не рандом. Спасибо.
П.С. в бою 7 лет.",1730210556,1730210556,True,51,4,0.733151435852050781,3,True,False,False,False,76561198804933173,0,2,220619,1313,217600,1732693074,,,578080,20241127_154122,100
165991539,english,"[h1]A little bit outdated, but with charm[/h1]
If you want a Battle Royal, where you loot 30 minutes just to get stomped by ""Semi-Pros"" and that every round, this is exactly your game.

[h3]A hard start[/h3]
Although the first sentence is exaggerated, it holds a lot of truth. You'll fail a lot as a beginner, but that makes the eventual success sweeter. The slow progression of each (normal) round lets you value your live even more. If you make it to the late game, you'll experience an unmatched adrenaline-rush.
And they added some quicker, more arcade-like modes.

[h3]A trip to the past[/h3]
This game hasn't changed a lot since 2017, which could make it look outdated in comparison to it's competitors. But it also conquered it's own niche.",1716583237,1716583237,True,39,3,0.781686127185821533,4,True,False,False,False,76561198038813677,142,35,24276,0,24276,1714783600,,,578080,20241127_154122,100
152994795,schinese,真能背刺玩家啊   蓝洞    5 6点给永久  突然崩溃了12点 给30天  真有你的的  真能玩弄玩家 厉害了啊 你不凉  真的我们有责任,1701879161,1701879161,False,113,13,0.830741584300994873,0,False,False,False,False,76561199206446557,0,1,32396,1297,4149,1732701072,,,578080,20241127_154122,100
164216600,spanish,"Qué te puedo decir???...PUBG es definitivamente un juego hecho para HOMBRES Y MUJERES en mayúsculas!! Sí, señores, no apto para niños, no apto para niñas, hecho para machos peludos y para las damitas corajudas que te pegan un tiro en la cabeza y aquí no ha pasado nada.
En resumen? EL BATTLE ROYAL!
Recomendado? ALTAMENTE!
Forn...qué??!! NADA, HERMANO!
Mi Like?...POR FAVOR!!!

Solo espero una cosa del juego, querido Santa: Compatibilidad entre los servidores de Playstation y Steam. Amén.",1714784237,1714784237,True,70,6,0.778434574604034424,3,False,False,False,False,76561198827156149,0,1,73458,3251,30079,1732682187,,,578080,20241127_154122,100
176762065,latam,"Hoy 10/10/24 hago mi primera reseña sobre este increíble juego, que tristemente ha quedado prácticamente inalcanzable para los jugadores latinoamericanos. La decisión de unificar los servidores de LATAM con los de Norteamérica, dejando únicamente los de esa región, ha sido un golpe devastador para nuestra comunidad. Esto ha provocado un aumento desmedido en la latencia, triplicando los milisegundos de ping y volviendo el juego injugable para nosotros. Es una pena que, en su afán por centrarse en el mercado norteamericano, hayan sacrificado la experiencia de toda una región que amaba y apoyaba fielmente este título.

",1728573694,1728573694,False,30,0,0.727944314479827881,0,False,False,False,False,76561198798604078,54,2,13851,1530,9024,1732675956,,,578080,20241127_154122,100
153016219,schinese,红鞋面巾，当初2000买的，这几天说免费永久，我低价卖了，卖完了说30天，这是正常公司能干出来的事情吗？这不是诈骗是什么？,1701906410,1701906410,True,30,14,0.777438104152679443,0,True,False,False,False,76561199046136222,2,1,274827,2304,252170,1732714397,,,578080,20241127_154122,100
174296785,turkish,"Geçmişte satın almıştım, son 1,5-2 aydır düzenli oynuyorum.

Oyuna alışma süreci zor. Çevre kontrolü, loot yapma, nişan alma ıvır zıvır bunların hiçbir tanesi PUBG Mobile ile alakası yok. Alışma süreci uzun sürüyor.

Keyif veriyor, rakipleri eledikçe haz alıyorsunuz ancak bunu serbest mod (botlarla dolu kısım) bölümünde yapabilirsiniz. Dereceli veya diğer modlarda eşleştirme sistemi inanılmaz saçma. Yeni başladım, anca alışıyorum ancak karşıma çıkan rakipler zıplaya zıplaya eliyorlar beni. Eşleştirme sisteminin daha adil olması gerekiyor.

Çok fazla Asyalı karakter, Ferrari marka içerikler var. Sandıklardan çıkan eşyaların çoğu absürt. Daha gerçekçi içerikler, daha fazla özelleştirmenin olması oyuna canlılık getirebilir.

Yeni oyuncu çekmek, olanları da kaybetmemek için adil bir sistemin getirilmesi şart. Onun dışında ufak tefek sürprizler var olan kullanıcıları yerinde tutacaktır.",1725561662,1725561662,True,22,0,0.726298272609710693,0,True,False,False,False,76561198351809546,46,2,3663,0,3629,1731005379,,,578080,20241127_154122,100
152985464,russian,"На старте было шикарно, наслаждение от каждой игры (хоть и не без минусов, но игралось в целом отлично). Сделали фри ту плей - игра умерла: просят донат на каждом углу, читеры расцветают, оптимизация с релиза не сильно изменилась. Как бы ни было банально, но раньше действительно было лучше. Верните 20$ пжлст",1701869229,1701869229,False,37,2,0.72548985481262207,0,True,False,False,False,76561198273928263,375,17,36510,0,19221,1714855314,,,578080,20241127_154122,100
164406931,french,"le jeu est sympa 
mais le cheat est plus présent que mon daron visiblement 
et le matchmaking tout aussi absent que ce dernier 
",1714875251,1714875251,False,60,66,0.771515250205993652,0,False,False,False,False,76561199057099863,35,8,9097,32,2529,1732208803,,,578080,20241127_154122,100
153677064,french,"Pffff que des cheaters, beaucoup trop de cheaters.... Et PUBG fait quoi face à ça ? Ils vous sortent de nouvelles maps, de nouveau pass, nouveaux skins et tout ça à prix d'OR, PUBG ne pense qu'au pognon, le système anti-cheat est de la merde, un cheater va mettre 1 mois a enfin se faire ban alors forcément qu'ils reviennent. Combien de fois un cheater bute tout le monde de façon flagrante dans la game donc il se prend forcément plus de report, et il se fait ban 1 semaine plus-tard, c'est consternant le délais de réaction, et le gars pendant ce temps ruine tranquillement la game des gens avec un ratio de 26 et une game sur 2 qui finit en top 1. Il faut qu'ils revoient leur priorité.",1702685494,1702685494,False,36,0,0.721234142780303955,0,False,False,False,False,76561199024041632,0,1,191093,3188,165651,1732680410,,,578080,20241127_154122,100
171353011,schinese,作为日均在线6小时以上的玩家，遭受到无缘无故被永久封禁，申述全部为机器回复，找不到真人客服处理此事，连查询为何被封的理由都找不到，大家可想而知，付出的时间，花的钱变得一文不值。真的是狗仗人势，奉劝大家玩游戏还是要玩国服，有基本保障，玩国外的游戏必须的看脸色，人家一不高兴就弄你，你有什么办法呢？再次申明觉无开挂，无缘无故被封不给说法，真狗仗人势！,1722688560,1722688560,False,37,13,0.721180319786071777,0,False,False,False,False,76561199660472798,0,1,41578,0,41576,1723983360,,,578080,20241127_154122,100
167540546,brazilian,"Jogo horrível, você perde horas da sua vida fazendo sempre o mesmo, tentar ser o melhor entre 100 pessoas, qual a graça disso? Ganhou e parte para a próxima, qual o sentido da vida? Não recomendo para quem possui uma vida normal fora do pc.",1718597129,1718597129,True,21,8,0.721166729927062988,5,True,False,False,False,76561198062267189,161,5,71068,0,71065,1718840773,,,578080,20241127_154122,100
153120953,german,"+ can be a lot of fun with friends
+ might have been the best Battle Royale for years

- way too many cheater
- bad performance
- bug polluted
- random server framedrops

Its so sad to see what they made out of it in the last years",1702041548,1702041548,False,22,0,0.719944298267364502,0,False,False,False,False,76561198107840610,0,6,21647,0,21582,1727301782,,,578080,20241127_154122,100
160982588,ukrainian,"PUBG - це коли у зоні розміром з будинок 40 гравців
PUBG - це коли тебе вбивають чітери після 20 хвилин луту
PUBG - це коли по ботам важче попасти ніж по людям
PUBG - це коли 5 рівень грає проти скваду 500их
PUBG - це коли машина робить потрійне сальто на рівній дорозі
PUBG - це коли сквад з задротів 2000к годин+ заходить в режим з ботами 
PUBG - це коли не гравці змагаються у кого кращій скіл, це коли чітери змагаються у кого кращі чіти
PUBG - це коли стріляти першим = програти
PUBG - це коли два сквади, які їбашилися між собою починають їбашити тебе
PUBG - це коли тіммейт подох від бота
PUBG - це коли одягання персонажу цікавіше за геймплей
PUBG - це коли у сараї лежить 3 міномети",1710933107,1710933523,True,33,16,0.769214451313018799,0,False,False,False,False,76561199108990977,41,8,14403,511,5636,1732695912,,,578080,20241127_154122,100
176941476,schinese,什么垃圾服务器，经常黑屏，游戏进不去，打完一局之后退到大厅准备按键莫名其妙的消失,1728791170,1728791170,False,43,2,0.718765497207641602,3,False,True,False,False,76561199751162597,0,1,8618,1532,1654,1732602793,,,578080,20241127_154122,100
